id,label
2300,2353
88,200
805,774
3762,3672
3717,3830
3257,3026
817,774
3466,3726
1576,1115
319,95
3931,3591
2161,2344
3317,3026
3010,3026
3156,3107
767,732
3053,3053
1448,1115
1802,1097
1473,1070
1253,1205
3927,3690
1771,1752
913,1070
497,559
2256,2344
396,559
2170,2401
1818,1070
175,227
418,559
3536,3549
1141,1070
238,200
3690,3591
3012,3020
20,137
2295,2344
3719,3591
18,200
1495,1824
268,200
2548,2051
2907,3026
3832,3672
3481,3594
2149,2344
1899,1115
1618,1205
1722,1205
504,559
2918,3107
3062,2775
614,559
1904,1070
2449,2353
1153,1205
471,559
627,577
3799,3439
2606,2353
3438,3968
3996,3980
3283,2703
86,227
1381,1115
60,200
1715,1115
3121,3020
391,559
1462,1115
2447,2640
3675,3708
2538,2640
3752,3726
638,559
2301,1961
2575,2353
3646,3591
349,559
426,559
36,184
1206,1205
2883,1205
2290,2353
3046,3277
358,559
978,1205
3797,3968
924,1070
2446,2353
3151,3277
2558,2051
4012,3995
45,200
3841,3968
2095,2353
1457,1205
1322,1115
1616,559
148,200
2890,3026
2662,3277
940,1070
853,774
3244,3107
1781,1070
2509,2344
3758,3591
3346,2775
2058,2353
3955,3591
3906,3591
281,184
3770,3591
128,200
2203,2344
1861,1205
3707,3672
1285,1205
3035,3277
560,559
3415,2775
1701,1205
2196,2344
3933,3920
1301,1205
2722,3277
1841,1115
2453,2344
2860,2775
1530,1205
1201,1205
3366,2775
2795,3277
2658,2640
3405,2685
1517,1205
2788,3053
642,559
1663,1205
3184,3026
960,1205
3887,3672
580,559
3162,2775
3994,3998
778,774
210,200
3223,2775
1426,1115
1786,1824
2073,2353
2242,2344
3209,3277
3871,3917
373,559
369,424
3371,2775
2436,2344
1840,1070
3837,3708
3255,3107
3547,3672
3325,2703
2304,2344
2051,2371
2062,2344
3404,3107
3753,3753
2785,3277
3577,3968
2616,2344
2331,2353
17,137
3015,3277
3651,3968
3788,3968
2234,2353
2362,2344
2863,3277
512,559
2632,2371
1889,107
77,200
775,774
3683,3968
3063,3020
366,559
1971,2353
3693,3968
2036,2344
1058,1205
1908,1205
3171,3107
2163,2344
3385,3107
1654,559
3636,3753
1475,1115
434,559
3472,3753
3092,3026
2250,2344
2540,2371
1062,1070
2874,3026
96,200
2857,3053
698,774
3556,3968
1823,1205
1801,1142
1551,1205
3807,3923
2804,3277
1316,1824
1873,1115
2756,3026
2879,2703
1006,1205
2845,3277
263,227
1477,1205
885,873
3348,3026
1563,1205
3347,3277
2370,2353
3886,3968
3527,3672
1025,559
3593,3591
1579,1187
2798,3026
3730,3672
2836,3107
3505,3753
72,200
2009,2640
2856,3277
3891,3672
1671,559
3665,3489
652,559
2088,2353
2748,3277
1709,1070
76,200
1192,1115
847,774
2420,2344
3695,3594
902,1115
3411,3277
1918,2353
1693,1205
507,559
2271,2353
181,218
571,559
124,200
984,1824
3243,3026
2286,2371
1340,1205
1420,1205
1585,1205
3821,3591
3249,3107
8,110
3413,3026
3585,3863
3888,3950
372,559
3964,3920
3340,3277
2197,2371
3824,3672
600,577
2774,2774
2374,2353
937,1070
1178,1205
2582,2344
2780,3277
2633,2640
1171,1205
910,107
2441,2051
3185,3277
798,774
279,137
2835,3026
2760,1205
2654,2353
3011,3277
1007,1115
773,774
1266,1779
1727,1070
3057,1205
3021,3277
1766,559
3104,3026
726,774
2490,2401
1298,1115
1258,1070
3975,3708
2257,2353
1346,1205
3226,3026
1874,1205
613,559
3553,3753
606,559
1184,1205
608,559
678,678
943,1070
2429,2353
2859,3277
190,200
763,774
3458,3591
2128,2344
3775,3672
1396,1824
378,559
872,873
1233,1205
2551,2353
1653,1205
26,200
3648,3591
2637,2344
3629,3753
1534,1205
3563,3968
757,774
2001,2640
1023,1205
3099,3107
1737,1205
1089,1070
2146,2371
3386,3277
3639,3594
1856,1205
2757,3026
294,200
3087,3107
188,200
2640,2640
2296,2344
3312,3107
3557,3672
634,559
911,1205
2479,2344
3261,3277
2727,3277
273,218
3327,3107
3187,3107
3972,3726
2478,2353
2241,2344
3645,3645
2380,2371
1342,1743
1183,1070
921,1205
1378,1097
232,200
3329,3277
1811,1205
3852,3672
1267,1205
899,1205
1387,1205
1948,2344
3881,3645
895,881
2505,2344
3694,3753
1832,1205
258,200
2311,2353
1367,1205
2179,2353
2966,3026
361,559
3956,3726
1303,1824
484,559
550,559
3194,3277
1392,1115
881,881
3460,3726
609,678
762,774
3181,2930
3798,3672
1434,1205
1166,1824
130,200
860,3026
641,559
1547,1205
1685,1205
1625,1142
1591,1115
4022,3980
1415,1070
1449,1205
990,1205
1358,559
2145,2344
3625,3968
3509,3591
2877,3026
2316,2371
2144,2344
38,200
2430,2353
1644,1752
2714,2775
2531,2344
3262,3277
2209,2344
1812,1824
1535,1205
2751,3277
1045,1788
2908,3026
1274,1187
2989,3277
681,577
1822,1779
3277,3277
1639,1205
2274,2344
1695,1142
3122,3053
2981,3026
1860,1205
1875,1115
3657,3917
3907,3753
3698,3753
2895,3277
1980,2640
1224,1205
3523,3594
898,1824
1969,2344
1773,1142
296,227
1026,1205
229,200
3899,3708
953,1205
783,774
3297,3277
3442,3753
2500,2353
1507,1070
2870,3107
2651,2344
2496,2344
2611,2353
2580,2371
2407,2353
655,678
1629,1097
3924,3591
2085,2344
997,1205
248,200
852,774
2408,2353
3163,3026
1064,1743
3958,3591
178,200
1397,559
1504,1070
167,137
3965,3708
1944,2344
3241,2775
3765,3968
3756,3968
3127,2774
756,774
3928,3672
1508,1824
3038,3277
1090,1070
1051,1070
2106,2421
1844,559
2702,3107
2925,3026
1122,559
1411,1205
2309,2353
1539,1205
1692,559
2939,3277
3544,3672
227,227
1351,1205
3276,3277
2336,2344
2754,3026
244,137
669,559
1960,2371
684,678
2423,2353
2684,3277
101,92
2826,1205
3637,3968
1388,1205
3833,3591
970,1187
134,200
3427,3376
2097,2640
3688,3968
383,559
3944,3968
3567,3917
2489,2353
459,424
3377,3277
1327,1205
202,200
1627,107
495,559
278,227
1543,559
341,200
1188,1070
2590,2353
1323,1205
718,774
3292,3277
41,137
409,559
980,1205
2056,2353
1094,1743
2687,3277
2014,2640
2680,3026
1974,2344
2284,2640
3044,3026
1395,1205
213,200
2521,2353
2201,2353
2050,2640
3430,3026
3526,3753
877,873
1140,1205
3647,3439
3182,3277
2365,2640
3656,3968
1118,1097
1333,1097
1975,2371
2204,2421
1134,1070
1684,3277
328,218
1360,1187
3344,3277
3232,3026
1263,1205
800,774
2212,2353
1223,559
407,559
927,1205
1751,1824
802,732
2237,2353
4013,3980
3426,3026
765,774
50,200
2522,2344
1082,1115
2619,2353
3361,1205
133,200
2954,3107
3768,3591
951,1205
3909,3591
596,678
1648,1097
2635,2344
3626,3950
1783,1824
1655,1115
422,559
2190,2353
3995,3980
3432,3340
3166,3026
374,559
1194,107
3265,3277
2253,2353
3419,3277
3677,3968
3233,2775
1302,1205
2530,2344
1805,1205
2465,2344
3107,3277
2289,2344
2118,2353
4019,3998
2681,3026
3951,3591
1761,1205
2191,2344
2458,2344
2134,2344
3751,3923
451,559
454,364
3455,3753
2002,2344
2354,2353
3875,3672
3621,3968
2573,2353
3589,3950
752,774
2422,2051
464,559
1925,2353
14,137
1721,1205
2078,2353
1494,1187
3229,3026
2405,2371
2869,3277
1338,1070
195,218
215,200
226,137
318,200
1128,1205
2892,2775
228,200
2949,3322
3518,3672
1282,1824
2010,2344
3423,2703
967,1205
1304,1070
3306,3277
3240,3277
992,1097
3998,3998
3303,3026
403,559
1973,2640
815,774
799,774
637,559
758,774
2838,3026
3282,3107
2108,2353
1029,1205
1386,1205
599,577
2605,2344
2116,2640
3831,3968
3896,3591
2159,2640
1731,1761
3747,3920
784,774
1689,1205
1961,1961
2330,2344
4036,3980
2963,3026
1942,2353
2487,1961
387,559
1714,1205
918,1205
1125,1205
1970,2344
1049,1205
1592,1115
292,200
1399,1205
127,184
754,774
1383,1205
3123,3026
2164,2353
1597,1205
1262,1205
1945,2344
2634,2371
252,200
827,774
2604,2353
1020,1824
251,184
1509,1205
9,200
3251,2930
2822,1205
3294,3026
651,559
2011,2640
1359,1205
3031,3026
1229,1115
3679,3905
3834,3645
470,559
3740,3753
3484,3968
1854,1205
3284,3026
1843,1205
2101,2344
3845,3672
2649,2344
1699,1070
3434,3277
1142,559
804,729
869,774
3761,3726
3049,3277
2768,3277
3641,3920
3999,3998
2147,2353
1774,1205
1437,1205
4028,3998
3616,3439
2141,2344
174,137
1424,1097
2459,2640
499,559
2746,3026
3986,3998
3491,3968
1100,1115
3364,3026
3863,3905
3966,3672
1518,1205
2844,3277
2306,2353
3017,3277
2378,2640
672,678
682,678
1826,1205
1682,1115
683,559
2956,3026
2694,3026
2544,2344
2980,3277
1602,1142
2364,2640
3749,3923
2091,2371
2071,2344
3534,3645
400,559
1149,1205
1065,1070
764,774
334,200
2020,2353
3794,3591
1470,1205
2770,3277
1200,1205
1605,1205
2067,2353
890,774
3211,3277
1538,1205
1245,1824
1762,559
1235,1115
33,137
23,200
1221,1115
1979,2353
1659,1205
3131,2930
1624,1070
2992,3277
3,200
3515,3591
662,577
2210,2353
1498,1205
3266,2685
3189,3107
271,200
1743,1743
312,137
1888,1205
2019,2353
2107,2371
936,559
2564,2353
1982,2344
557,559
2959,2703
750,774
2012,2640
2291,2344
158,200
121,200
1167,1070
1177,107
1967,2344
3754,3591
1884,1115
64,200
3388,3026
2467,2353
973,1205
2236,2371
3867,3753
3217,3277
2393,2353
285,200
3365,3107
843,774
1735,1205
2988,3026
1728,1115
1185,1205
569,559
629,559
508,559
2136,2353
640,577
1435,1070
3492,3968
714,732
1463,1205
1516,1205
3595,3917
2026,2344
663,678
3254,3277
3222,1205
2324,2353
1257,1115
2127,2344
3617,3591
116,137
1151,1205
27,200
2435,2640
1366,1070
3080,3026
2855,3277
3033,3026
4023,3998
1914,2640
1620,1205
3686,3672
257,200
1777,559
3375,3277
2168,2634
1047,1205
1581,1205
751,774
1248,1070
534,559
1938,2353
4010,3980
1503,1824
71,200
2914,3277
2356,2353
1127,1070
3498,3753
1706,1824
729,729
3468,3645
1740,559
933,1824
3314,2703
1923,2344
311,200
3174,3026
1793,1205
1318,559
2160,2371
3354,3053
2434,2344
3662,3905
3726,3726
2310,2344
1027,107
3311,2703
3842,3968
3766,3920
2000,2640
3205,3107
2943,3026
1307,1187
59,200
2299,2353
3530,567
411,559
3129,3026
1315,1115
1408,559
1600,1205
1611,1115
1541,1070
31,200
841,774
2156,2371
1934,2371
2100,2051
3619,3968
661,577
630,678
556,559
1937,2371
476,364
647,577
29,200
2375,2051
2759,3026
894,881
161,200
1817,1205
2523,2371
1879,1205
1101,1205
963,1097
322,200
313,200
2499,2353
3078,3026
3687,3672
1078,1205
2473,2344
2169,2344
760,774
1129,1115
519,559
2182,2344
337,137
1529,1070
1484,1205
3309,2703
2585,2640
3663,3753
3221,3107
2546,2353
2474,2371
371,559
3803,3591
3609,3968
1269,1205
2936,3277
3897,3908
2516,2344
2667,3107
3786,3591
1578,1115
1814,1761
2773,3026
3943,3968
575,678
1776,107
1057,107
2532,2353
1767,559
3618,3968
2630,2353
3094,3277
2484,2353
1662,1205
2445,2344
1074,1205
1371,1097
2526,2353
80,92
1048,1205
65,200
865,3968
35,227
352,559
1056,1205
2614,2371
1349,559
1936,2371
270,200
998,1205
2962,2775
1341,1205
90,200
2171,2640
3584,3591
3950,3950
1197,1788
339,200
3407,3268
1114,559
3622,3690
1705,1187
2358,2344
253,182
1173,1205
1542,1205
1897,1070
2813,3107
2477,2353
1497,1205
2984,3277
424,424
1747,1097
200,200
3745,3549
1440,1205
2663,3026
3198,3277
142,200
2947,2775
1577,2344
3224,3277
3800,3672
1640,1070
1990,2371
3152,3277
1456,1205
3115,3277
1019,1115
1617,1205
250,200
2942,3277
2379,2344
1892,1097
1240,1205
780,774
3813,3830
1819,1205
308,200
87,200
287,200
3840,3753
2243,2344
455,559
1215,1824
1138,107
2139,2353
3883,3594
2172,2353
3200,3053
2728,2775
691,774
2779,2775
2153,2344
3335,3277
2105,2371
2406,2344
2046,2353
1038,1205
2765,3277
2553,2353
748,774
901,1097
607,559
746,774
1764,1115
2042,2344
938,1097
1331,1205
2970,3277
2007,2344
1256,1205
2277,2371
3632,3923
3862,3753
1384,1205
61,200
747,774
3947,3591
1236,1070
97,182
2024,2640
2990,3277
3689,3968
48,200
2996,3277
3627,3672
803,774
2903,2999
3003,3026
3483,3690
3188,3277
3028,3020
448,559
392,559
3954,3672
2771,3107
3671,3591
3948,3968
979,107
478,559
3691,3830
776,873
932,1205
386,532
1921,2640
2313,2371
1260,1070
2596,2344
1868,1205
180,92
1734,1205
1645,559
2389,2344
996,1205
1355,1070
3433,3026
1976,2640
24,92
3465,3708
3389,3107
303,200
146,200
1329,1205
1073,1205
2510,2344
201,110
703,774
2848,3277
3023,3026
2715,3107
934,1205
3532,3591
1570,1205
2371,2371
2231,2371
576,577
3382,2703
1162,1761
3935,3672
810,774
712,732
3822,3591
3718,3591
3480,3968
2471,2344
3052,3026
1601,1097
2931,3026
781,774
3409,3277
2778,3277
1882,559
3502,3830
719,774
2973,3277
2254,2344
2659,2640
22,200
3258,3277
3420,2775
2853,3277
255,200
3839,3968
1261,1824
1838,1205
3208,3277
3812,3905
2882,3107
515,559
731,774
3358,3107
2337,2640
1910,1743
590,678
136,2344
2617,2344
3111,3277
2061,2640
2685,3107
2372,2344
2392,2353
1241,1824
81,200
962,559
2805,3020
1010,1070
2597,2344
3771,3863
427,559
884,774
1402,1205
246,200
2911,3026
1615,1187
1059,1205
1829,1743
3741,3968
3289,3107
3990,4016
1195,1205
3866,3645
1198,1205
2421,2634
3056,3026
78,218
2403,2371
1901,1743
1317,1205
494,559
736,774
2708,3277
144,137
187,92
1433,1187
1903,1115
3953,3950
3150,3277
3780,3968
2155,2344
1758,1205
1264,1070
774,774
2940,3026
3610,3950
73,200
665,577
2492,2353
1428,1070
3744,3830
1374,559
164,200
2735,3107
438,559
794,774
1574,559
1368,1788
143,227
579,678
595,577
237,200
2563,2353
2686,3107
389,1070
3603,3672
1210,559
2991,3277
3574,3672
2953,3026
2782,3026
3604,3672
1146,1205
474,559
2545,2353
650,577
2753,3277
2905,3026
2565,2344
437,559
2173,2371
2636,2640
1896,107
1700,1205
3587,3920
3777,3591
89,95
2729,3026
402,559
597,678
241,200
1704,1824
3101,3277
481,559
1951,2640
2491,2344
4030,3998
3268,3331
1174,1187
3514,3672
277,200
1447,1205
737,774
2122,2353
333,137
1775,1205
1806,1187
2098,2353
3114,3026
845,774
1931,2640
2755,3026
2221,2344
916,1205
3246,3107
2738,3026
3212,3277
561,559
2950,3277
3157,3277
1864,1205
284,184
1956,1961
2093,2353
1559,1205
1707,1205
674,559
914,1070
2999,3107
3828,3672
516,424
830,774
3399,3026
2723,3277
2275,2353
867,873
2725,1205
3652,3489
3368,3020
3175,3277
16,200
2562,2371
2935,3020
2176,2344
2741,3026
3219,3107
1939,2344
1111,1788
3759,3708
1343,1070
385,559
1913,2344
2345,2344
3363,3026
2645,2640
3403,3277
2884,3026
500,559
1493,1097
10,200
3578,3672
2404,2353
1385,1070
301,200
2099,2344
1657,107
2566,2344
2900,2775
3252,3277
3601,3645
995,1205
490,559
260,200
1115,1115
844,774
2278,2353
3769,3753
314,200
3065,3026
900,1187
3815,3753
2357,2371
3402,3107
2273,2344
749,774
1560,1205
2692,2775
3784,3591
340,200
2076,2401
2258,2353
2466,2401
1546,107
582,577
3874,3917
1211,1205
2828,3277
904,1205
3781,3690
1421,1187
3528,3672
170,200
1741,1205
732,732
2013,2640
1742,1824
37,200
2934,3107
185,200
3216,3053
624,559
3271,3053
1446,559
2450,2051
203,200
2468,2353
2921,3277
644,678
2823,3277
112,137
2063,2353
3988,3998
1612,1205
2419,2344
1514,559
184,184
1412,1070
632,577
1962,2353
3723,567
1839,1205
2969,3026
974,1070
544,559
3565,3968
1476,1205
2084,2353
3711,3591
3729,3672
2225,2640
2238,2371
126,200
2572,2344
1442,1205
1779,1205
4004,3998
832,774
113,200
1594,1205
3905,3863
2470,2344
198,364
2656,2371
168,200
1520,1205
2730,3107
1950,2640
1519,1205
1954,2344
3915,3726
3450,3672
3247,3277
222,200
551,424
793,774
2965,3277
3144,3277
3510,3726
57,92
336,200
191,200
214,137
2638,2353
3424,3107
1295,1070
3550,3968
2469,2353
3782,3591
3313,3277
1193,1205
942,1824
2341,2371
2625,2353
4032,4031
3987,3995
1372,1743
115,137
2799,3053
2834,2703
1698,1187
1599,1761
1746,1205
717,774
2592,2344
1572,1752
1161,1205
3026,3026
1634,1070
1941,2344
3489,3489
1646,1205
1522,1205
1986,2353
3814,3905
823,774
2864,3026
1244,1070
2849,3277
889,729
2125,2344
813,774
2944,3026
3384,3026
317,200
221,200
2535,1961
1820,1824
1401,1205
917,1824
1621,1205
2355,2344
2077,2353
1067,1115
593,559
412,559
2075,2344
3959,3672
3075,3277
3806,3905
2157,2640
3446,3905
1451,1824
105,200
157,200
458,559
104,200
3607,3753
625,678
1403,107
3684,3968
2589,2344
1083,1205
868,3968
1902,1205
3059,3026
1963,2353
1034,1205
1568,1097
2624,2353
2816,3107
1895,1097
668,559
1376,1205
568,559
4003,3998
1667,1070
837,774
1589,1205
395,559
2431,2051
3307,3277
3110,3277
1675,1205
617,678
2208,2344
1213,1070
3850,3753
2104,2353
594,559
442,559
3074,2774
3545,3672
1313,559
3117,3026
3522,3968
789,732
1309,1824
570,559
3485,3672
2400,2344
1878,559
1719,1187
2072,2344
323,200
1694,559
3920,3920
792,774
2432,2344
1647,1115
3660,3672
1633,1070
416,559
205,137
1275,1070
1160,1205
2758,3107
3508,3753
1929,2353
2216,2353
1391,1205
564,364
2821,3026
1001,559
47,200
724,774
989,1115
276,200
2048,2344
1536,1070
3634,3726
207,200
3941,3672
1460,1205
521,559
991,1205
3564,3690
604,559
3676,3489
377,559
1964,2344
3682,3549
2967,3026
2353,2353
3525,3968
155,200
3456,3968
1410,1187
1687,1187
3272,3277
3066,3322
3155,3020
4038,3980
3197,3277
1040,1205
466,559
912,559
2958,3277
3339,3026
931,1743
1466,1205
3436,3026
492,559
1148,1115
1419,1205
3949,3905
2594,2344
1168,1070
1830,1070
3650,3672
1717,1205
801,774
3336,3322
460,559
2664,3026
131,227
3139,3026
1390,1205
1630,1070
293,137
93,137
3789,3923
2092,2353
3611,3672
1632,1205
1182,1205
3032,3107
1150,1205
1808,559
558,559
3487,567
944,1070
1280,1205
1046,107
2052,2344
1816,1205
1158,1115
3922,3905
3161,3277
2387,2353
3858,3672
338,200
1176,1115
1075,1205
1297,1205
1098,1187
2721,2721
3513,3439
79,200
603,678
1320,559
1749,1070
834,774
4008,3980
3835,3753
741,774
344,200
541,559
664,678
2174,2344
2615,2353
3500,3920
1017,1205
2040,2353
3109,3277
2360,2371
3974,3672
2762,3107
968,1070
423,559
3146,3277
1940,2344
3848,3439
2246,2344
326,137
1556,1205
2135,2344
831,774
1225,1070
1289,1205
2034,2371
2133,2344
208,200
1186,1097
4037,3998
3901,3920
2198,2344
987,1205
3457,3968
2293,2344
3910,3708
3520,3968
3000,3026
7,200
2187,2344
675,577
1405,1205
1319,1097
695,774
1076,1205
536,559
2648,2640
3880,3672
3696,3920
2961,3026
2578,2353
2669,3026
3462,3672
1407,1205
3180,2930
150,200
1373,1824
2683,3026
3018,2775
3980,3998
2415,2344
1155,559
1565,559
368,559
796,732
2279,2344
3293,3026
2886,3322
791,732
3497,3672
236,200
316,200
1555,1187
2247,2344
612,678
3703,3968
269,200
2368,2344
1850,1824
1218,107
1356,1743
1157,1205
994,1070
166,200
1175,1205
1922,2371
3902,3672
3620,3591
393,364
2068,2344
1014,1824
2004,2640
1109,1070
1690,1070
2178,2344
1243,1205
304,200
496,559
498,559
935,1070
2206,2353
2515,2401
3548,3908
3870,3591
197,184
2985,3026
1792,1205
1532,1205
2928,3026
298,200
156,200
4025,4007
3912,3917
702,732
1413,1115
1987,2344
727,774
1136,1187
3590,3753
1488,1205
3678,3690
3997,3998
3658,3672
2514,2344
3051,3277
821,774
432,559
1181,1205
173,559
3398,2685
3971,3968
2891,3026
1135,1205
1726,1205
159,184
4020,3980
3133,2775
2367,2344
857,3968
3529,3726
2451,2344
1898,1205
2426,2401
1126,1205
2571,2344
3470,3753
1050,1779
2513,2401
2528,2051
3519,3708
2023,2371
1004,1205
3783,3920
3554,3726
3811,3863
2868,3277
1992,2401
2646,2353
2661,3277
42,137
2103,2353
2752,3107
559,559
1799,1205
3073,3026
3236,3107
2801,3107
3856,3672
488,559
3083,3322
2288,2353
3879,3708
573,678
487,559
4005,3980
517,559
129,200
1271,1205
3524,3645
692,774
2322,2344
930,559
744,774
3207,2775
906,1205
1496,1070
3914,3591
2739,2775
952,1205
3983,3986
3790,3672
399,364
2121,2353
2183,2344
1603,1205
1858,1205
1231,1115
2750,3026
2220,2353
3086,2775
2671,2721
977,1070
100,200
482,559
217,200
139,184
2550,2353
3095,3026
1222,1205
300,92
533,559
3330,3277
1003,1205
3496,3968
2697,3107
850,774
3644,3753
812,774
3743,3567
846,774
1759,1070
165,200
2338,2344
658,577
3793,3591
2717,3026
3823,3645
3168,2775
3692,3968
2688,3277
1842,1205
3412,2775
3370,2775
3857,3917
2123,2353
3542,3672
3976,3591
3116,3277
3493,3591
1227,1115
354,559
1573,1115
1011,1070
3039,3277
2926,3376
1400,559
1163,1205
2508,2344
2111,2344
2802,3277
2820,3107
975,1115
1232,1097
3742,3672
2666,3026
3445,3917
3882,3591
3535,3645
441,364
401,550
2043,2353
1252,1788
182,253
2185,2344
3321,3277
3904,3672
2326,2353
1443,1743
3571,3708
1660,1142
2923,3277
2701,3277
1691,1115
3394,3026
1791,1205
2539,2353
1326,1205
1024,1205
2481,1961
2885,3026
1511,1187
1569,1070
2438,2344
461,559
879,881
44,137
2537,2344
3264,3107
618,678
1370,1205
2673,3026
670,577
151,137
876,729
1821,1205
622,678
2112,2353
2055,2353
1375,1205
639,678
3408,3107
2047,2344
743,774
2386,2353
1112,1205
1785,1070
2800,3026
3712,3968
552,559
969,1824
1389,1205
1915,2371
1788,1788
3760,3968
3040,3026
199,200
1549,1142
145,200
1214,1205
583,577
1794,1824
3050,3107
1580,1205
2343,2344
709,774
3248,3107
3218,3053
2524,2353
2789,3026
2142,2353
25,200
370,559
3847,3950
3804,3672
62,200
833,774
2839,3026
444,559
6,95
1718,2344
620,678
3068,2775
993,1205
3818,3591
3631,3591
1643,1205
431,559
1450,1205
2167,1961
3077,2775
1778,559
3414,3026
1713,1070
1487,559
398,559
1234,1743
475,559
1054,1205
1259,1070
3072,3277
2533,2344
2259,2344
3250,3026
262,137
549,559
939,1743
3573,3672
445,559
2060,2353
1890,107
2032,2344
242,92
2244,2353
1953,2353
2898,3107
3440,3968
1952,2344
2417,2344
2114,2371
2475,2344
3444,3672
2557,2344
2482,2353
2120,2371
486,424
1815,1070
753,774
2329,2353
2207,2401
2674,3277
1521,1205
3982,3998
700,774
2971,3277
1803,1187
2941,2999
3779,3672
1191,1205
2154,2353
1230,1205
493,559
1637,1205
1827,1205
1753,1205
3531,3905
2199,2344
2901,3277
893,774
1147,1205
2498,2344
1080,559
3315,3026
1330,1205
1350,1115
1527,1205
2806,3026
986,1070
3362,3026
4006,4031
2396,2344
1880,1097
3215,3277
1501,1205
2027,2640
1957,2640
1871,1824
2691,2792
659,577
861,729
12,200
1876,1070
447,559
2486,2401
3319,3277
1752,1205
2427,2353
452,559
1658,1070
1989,2353
3353,3277
3746,3672
3893,3672
2119,2371
